Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,gems_Alk_Tot,gems_Ca_Dis,gems_Cl_Dis,gems_DRP,gems_EC,gems_H_T,gems_Mg_Dis,gems_NH4N,gems_NOxN,gems_Na_Dis,gems_SO4_Dis,gems_Sal,gems_Si_Dis,gems_TP,gems_pH,gems_DRP_log,gems_TP_log,gems_partial_P,gems_distance_km,gems_within_limit,precip_anom,precip_anom_lag1,precip_anom_lag2,precip_anom_lag3,pet,wetness_index,storm_pet_ratio,dry_spike_index,anom_pos,anom_neg,cumulative_anom_3m,cumulative_wetness_3m
-34.405833,19.600556,07-11-2012,48.064,1010.0,14.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0009098052978515625,0.0015659332275390625,0.0001163482666015625,0.0009975433349609375,168.7,-5.3930367069266505e-06,-1.4675391290546733e-05,-5.39303670692665e-06,0.0,0.0009098052978515625,0.0002574920654296875,1.5263311434698063e-06
-34.405833,19.600556,28-11-2012,48.867,1229.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0009098052978515625,-0.0009098052978515625,0.0015659332275390625,0.0001163482666015625,168.7,-5.3930367069266505e-06,0.0,-5.39303670692665e-06,0.0,0.0009098052978515625,-8.455912272135417e-05,-5.012396100777392e-07
-34.405833,19.600556,16-01-2013,60.663,1491.0,17.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.00014400482177734375,-0.0009098052978515625,-0.0009098052978515625,0.0015659332275390625,162.8,-8.845504968844794e-07,4.703934099326072e-06,-8.845504968844794e-07,0.0,0.00014400482177734375,-0.0006545384724934896,-3.890207970245926e-06
-34.405833,19.600556,13-02-2013,54.318,1491.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0008754730224609375,-0.00014400482177734375,-0.0009098052978515625,-0.0009098052978515625,162.8,5.377598385032795e-06,6.262148881917274e-06,5.377598385032795e-06,0.0008754730224609375,0.0,-5.9445699055989586e-05,-2.9999627292611164e-07
-34.405833,19.600556,13-03-2013,65.624,1491.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.00018310546875,0.0008754730224609375,-0.00014400482177734375,-0.0009098052978515625,162.8,1.1247264596147024e-06,-4.252871925418093e-06,1.1247264596147024e-06,0.00018310546875,0.0,0.00030485788981119793,1.8725914492543395e-06
-34.405833,19.600556,10-04-2013,60.23,911.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.000244140625,0.00018310546875,0.0008754730224609375,-0.00014400482177734375,162.8,-1.4996352794862697e-06,-2.624361739100972e-06,-1.4996352794862697e-06,0.0,0.000244140625,0.0002714792887369792,1.6675631883870759e-06
-34.405833,19.600556,08-05-2013,65.572,911.0,14.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0003871917724609375,-0.000244140625,0.00018310546875,0.0008754730224609375,162.8,-2.378327826060256e-06,-8.786925465739862e-07,-2.378327826060256e-06,0.0,0.0003871917724609375,-0.00014940897623697916,-9.177455486439412e-07
-34.405833,19.600556,05-06-2013,24.012,911.0,12.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0006237030029296875,-0.0003871917724609375,-0.000244140625,0.00018310546875,162.8,3.83109950306258e-06,6.209427329122836e-06,3.83109950306258e-06,0.0006237030029296875,0.0,-2.5431315104166665e-06,-1.562120082798191e-08
-34.405833,19.600556,03-07-2013,29.719,1167.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0005779266357421875,0.0006237030029296875,-0.0003871917724609375,-0.000244140625,162.8,-3.549917888158904e-06,-7.381017391221484e-06,-3.549917888158904e-06,0.0,0.0005779266357421875,-0.00011380513509114583,-6.990487370521935e-07
-34.405833,19.600556,31-07-2013,42.9,1249.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0005779266357421875,-0.0005779266357421875,0.0006237030029296875,-0.0003871917724609375,156.6,-3.690463806205132e-06,0.0,-3.6904638062051326e-06,0.0,0.0005779266357421875,-0.0001773834228515625,-1.1364273971004854e-06
-34.405833,19.600556,28-08-2013,55.518,1104.0,18.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.00402069091796875,-0.0005779266357421875,-0.0005779266357421875,0.0006237030029296875,156.6,2.567490991247663e-05,2.936537371868176e-05,2.5674909912476632e-05,0.00402069091796875,0.0,0.0009549458821614584,6.144842739370865e-06
-34.405833,19.600556,25-09-2013,40.178,804.51,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0005626678466796875,0.00402069091796875,-0.0005779266357421875,-0.0005779266357421875,156.6,3.5930258179224884e-06,-2.208188409455414e-05,3.593025817922489e-06,0.0005626678466796875,0.0,0.00133514404296875,8.52582397473133e-06
-34.405833,19.600556,23-10-2013,44.173,911.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,4.9591064453125e-05,0.0005626678466796875,0.00402069091796875,-0.0005779266357421875,156.6,3.166734619185922e-07,-3.2763523560038964e-06,3.1667346191859225e-07,4.9591064453125e-05,0.0,0.0015443166097005208,9.861536397439237e-06
-34.405833,19.600556,21-11-2013,49.657,713.15,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0042133331298828125,4.9591064453125e-05,0.0005626678466796875,0.00402069091796875,156.6,2.6905064514545006e-05,2.6588391052626414e-05,2.690506451454501e-05,0.0042133331298828125,0.0,0.0016085306803385417,1.027158793146203e-05
-34.405833,19.600556,22-01-2014,78.937,1339.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0011053085327148438,0.0042133331298828125,4.9591064453125e-05,0.0005626678466796875,158.3,6.982365923768021e-06,-1.9633762334391702e-05,6.982365923768021e-06,0.0011053085327148438,0.0,0.001789410909016927,1.1401367966743875e-05
-34.405833,19.600556,12-02-2014,95.538,1339.0,10.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.000202178955078125,0.0011053085327148438,0.0042133331298828125,4.9591064453125e-05,158.3,-1.2771885900248667e-06,-8.259554513792888e-06,-1.2771885900248667e-06,0.0,0.000202178955078125,0.001705487569173177,1.0870080616096055e-05
-34.405833,19.600556,12-03-2014,88.362,1339.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0008144378662109375,-0.000202178955078125,0.0011053085327148438,0.0042133331298828125,158.3,5.144901206986963e-06,6.42208979701183e-06,5.144901206986963e-06,0.0008144378662109375,0.0,0.0005725224812825521,3.61669284691004e-06
-34.405833,19.600556,21-05-2014,78.688,1472.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.000392913818359375,0.0008144378662109375,-0.000202178955078125,0.0011053085327148438,158.3,-2.482083486274741e-06,-7.626984693261704e-06,-2.482083486274741e-06,0.0,0.000392913818359375,7.311503092447917e-05,4.618763768957861e-07
-34.405833,19.600556,25-06-2014,51.669,1206.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0008087158203125,-0.000392913818359375,0.0008144378662109375,-0.000202178955078125,158.3,5.108754360099467e-06,7.590837846374208e-06,5.108754360099467e-06,0.0008087158203125,0.0,0.0004100799560546875,2.5905240269372307e-06
-34.405833,19.600556,31-07-2014,52.859,919.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0003662109375,0.0008087158203125,-0.000392913818359375,0.0008144378662109375,173.0,2.11682621608771e-06,-2.5578316777726494e-06,2.1168262160877094e-06,0.0003662109375,0.0,0.0002606709798177083,1.5811656966374796e-06
-34.405833,19.600556,03-09-2014,58.231,877.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.00045013427734375,0.0003662109375,0.0008087158203125,-0.000392913818359375,173.0,-2.601932223941143e-06,-4.718758440028853e-06,-2.601932223941143e-06,0.0,0.00045013427734375,0.00024159749348958334,1.5412161174153457e-06
-34.405833,19.600556,01-10-2014,54.181,1008.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0009098052978515625,-0.00045013427734375,0.0003662109375,0.0008087158203125,173.0,-5.258990130592904e-06,-2.657057906651761e-06,-5.258990130592904e-06,0.0,0.0009098052978515625,-0.0003312428792317708,-1.9146987128154446e-06
-34.405833,19.600556,29-10-2014,33.956,720.0,130.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0009098052978515625,-0.0009098052978515625,-0.00045013427734375,0.0003662109375,173.0,-5.258990130592904e-06,0.0,-5.258990130592904e-06,0.0,0.0009098052978515625,-0.0007565816243489584,-4.373304161708983e-06
-34.405833,19.600556,03-12-2014,54.973,867.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0003566741943359375,-0.0009098052978515625,-0.0009098052978515625,-0.00045013427734375,173.0,-2.0617005333770925e-06,3.1972895972158114e-06,-2.061700533377092e-06,0.0,0.0003566741943359375,-0.0007254282633463541,-4.193226931520966e-06
-34.405833,19.600556,28-01-2015,65.952,1264.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.00024890899658203125,-0.0003566741943359375,-0.0009098052978515625,-0.0009098052978515625,163.0,-1.5270490494170687e-06,6.611361784832519e-07,-1.5270490494170687e-06,0.0,0.00024890899658203125,-0.0005051294962565104,-2.9492465711290206e-06
-34.405833,19.600556,25-02-2015,72.528,1318.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.00013065338134765625,-0.00024890899658203125,-0.0003566741943359375,-0.0009098052978515625,163.0,8.01554481877925e-07,2.328603531294994e-06,8.015544818779249e-07,0.00013065338134765625,0.0,-0.0001583099365234375,-9.290650336387443e-07
-34.405833,19.600556,25-03-2015,62.005,1442.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-8.58306884765625e-05,0.00013065338134765625,-0.00024890899658203125,-0.0003566741943359375,163.0,-5.265686377300237e-07,-1.3281231196079487e-06,-5.265686377300237e-07,0.0,8.58306884765625e-05,-6.802876790364583e-05,-4.17354401756388e-07
-34.405833,19.600556,22-04-2015,64.623,1484.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0008945465087890625,-8.58306884765625e-05,0.00013065338134765625,-0.00024890899658203125,163.0,-5.488015357675136e-06,-4.961446719945112e-06,-5.488015357675136e-06,0.0,0.0008945465087890625,-0.00028324127197265625,-1.737676504509077e-06
-34.405833,19.600556,20-05-2015,69.333,1493.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0007038116455078125,-0.0008945465087890625,-8.58306884765625e-05,0.00013065338134765625,163.0,-4.317862829386194e-06,1.1701525282889416e-06,-4.317862829386194e-06,0.0,0.0007038116455078125,-0.0005613962809244791,-3.4441489415971165e-06
-34.405833,19.600556,22-07-2015,55.055,1327.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0008182525634765625,-0.0007038116455078125,-0.0008945465087890625,-8.58306884765625e-05,163.0,5.019954346359559e-06,9.337817175745754e-06,5.019954346359559e-06,0.0008182525634765625,0.0,-0.0002600351969401042,-1.595307946900589e-06
-34.405833,19.600556,26-08-2015,69.38,1318.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0005207061767578125,0.0008182525634765625,-0.0007038116455078125,-0.0008945465087890625,163.0,-3.1945164022288104e-06,-8.21447074858837e-06,-3.1945164022288104e-06,0.0,0.0005207061767578125,-0.0001354217529296875,-8.308082950851473e-07
-34.405833,19.600556,30-09-2015,49.7,964.0,53.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,0.0005397796630859375,-0.0005207061767578125,0.0008182525634765625,-0.0007038116455078125,163.0,3.3115316550577047e-06,6.506048057286515e-06,3.3115316550577047e-06,0.0005397796630859375,0.0,0.0002791086832682292,1.7123231997294856e-06
-34.405833,19.600556,28-10-2015,45.333,909.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.0009098052978515625,0.0005397796630859375,-0.0005207061767578125,0.0008182525634765625,163.0,-5.581627559938251e-06,-8.893159214995955e-06,-5.581627559938251e-06,0.0,0.0009098052978515625,-0.0002969106038411458,-1.8215374357031178e-06
-34.405833,19.600556,02-12-2015,57.8,1053.0,20.0,53.333,13.0215,282.775,0.0175,1215.0,127.095,22.813,0.0835,0.193,182.823,41.817,0.579745,2.973,,7.6835,0.017348638334613,0.0,0.0,0.0,True,-0.00038909912109375,-0.0009098052978515625,0.0005397796630859375,-0.0005207061767578125,163.0,-2.3871111577094406e-06,3.1945164022288104e-06,-2.3871111577094406e-06,0.0,0.00038909912109375,-0.0002530415852864583,-1.5524023541966614e-06
-34.329722,18.990278,01-02-2011,9.639,159.1,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,7.152557373046875e-05,,,,158.2,4.521211964497317e-07,,4.521211964497317e-07,7.152557373046875e-05,0.0,7.152557373046875e-05,4.521211964497317e-07
-34.329722,18.990278,09-03-2011,5.0,120.2,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.00022792816162109375,7.152557373046875e-05,,,158.2,-1.4407595460198117e-06,-1.8928807424695435e-06,-1.4407595460198117e-06,0.0,0.00022792816162109375,-7.82012939453125e-05,-4.9431917478504e-07
-34.329722,18.990278,06-07-2011,8.669,201.9,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.00196075439453125,-0.00022792816162109375,7.152557373046875e-05,,158.2,-1.239414906534198e-05,-1.0953389519322167e-05,-1.2394149065341978e-05,0.0,0.00196075439453125,-0.000705718994140625,-4.46092913830402e-06
-34.329722,18.990278,31-08-2011,6.268,142.8,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.0011997222900390625,-0.00196075439453125,-0.00022792816162109375,7.152557373046875e-05,170.40001,-7.040623313334543e-06,4.466150559651005e-06,-7.040623313334542e-06,0.0,0.0011997222900390625,-0.001129468282063802,-6.958510641565444e-06
-34.329722,18.990278,28-09-2011,5.0,145.5,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.0008068084716796875,-0.0011997222900390625,-0.00196075439453125,-0.00022792816162109375,170.40001,-4.734791194817983e-06,2.305832118516559e-06,-4.734791194817983e-06,0.0,0.0008068084716796875,-0.0013224283854166667,-8.056521191164835e-06
-34.329722,18.990278,25-10-2011,19.254,140.1,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-4.76837158203125e-05,-0.0008068084716796875,-0.0011997222900390625,-0.00196075439453125,170.40001,-2.7983399496560186e-07,4.454957199852381e-06,-2.798339949656018e-07,0.0,4.76837158203125e-05,-0.0006847381591796875,-4.018416167706042e-06
-34.329722,18.990278,24-11-2011,5.0,99.3,19.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,5.14984130859375e-05,-4.76837158203125e-05,-0.0008068084716796875,-0.0011997222900390625,170.40001,3.0222071456284996e-07,5.820547095284518e-07,3.0222071456284996e-07,5.14984130859375e-05,0.0,-0.0002676645914713542,-1.570801491740245e-06
-34.329722,18.990278,22-12-2011,8.007,113.5,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,8.7738037109375e-05,5.14984130859375e-05,-4.76837158203125e-05,-0.0008068084716796875,170.40001,5.148945507367074e-07,2.126738361738574e-07,5.148945507367074e-07,8.7738037109375e-05,0.0,3.0517578125e-05,1.7909375677798517e-07
-34.329722,18.990278,08-02-2012,6.528,114.6,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.00026226043701171875,8.7738037109375e-05,5.14984130859375e-05,-4.76837158203125e-05,163.0,-1.6089597263972947e-06,-2.1472298894102077e-06,-1.6089597263972947e-06,0.0,0.00026226043701171875,-4.100799560546875e-05,-2.6394815369924576e-07
-34.329722,18.990278,07-03-2012,10.865,123.5,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,0.00048542022705078125,-0.00026226043701171875,8.7738037109375e-05,5.14984130859375e-05,163.0,2.9780381844953564e-06,4.586997910892651e-06,2.978038184495356e-06,0.00048542022705078125,0.0,0.00010363260904947917,6.279910029449231e-07
-34.329722,18.990278,04-04-2012,5.0,148.9,14.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,0.0010929107666015625,0.00048542022705078125,-0.00026226043701171875,8.7738037109375e-05,163.0,6.704973987095635e-06,3.726935802600279e-06,6.704973987095635e-06,0.0010929107666015625,0.0,0.000438690185546875,2.6913508150645657e-06
-34.329722,18.990278,03-05-2012,17.082,160.2,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.000545501708984375,0.0010929107666015625,0.00048542022705078125,-0.00026226043701171875,163.0,-3.346636230906373e-06,-1.0051610218002008e-05,-3.346636230906373e-06,0.0,0.000545501708984375,0.00034427642822265625,2.112125313561539e-06
-34.329722,18.990278,24-05-2012,12.586,186.7,10.0,10.0,3.753,30.516,0.011,145.6,19.534,2.4800000000000004,0.0505,0.1699999999999999,16.0425,3.0,0.06651,1.4105,,7.0215,0.0109399400383343,0.0,0.0,0.0,True,-0.000545501708984375,-0.000545501708984375,0.0010929107666015625,0.00048542022705078125,163.0,-3.346636230906373e-06,0.0,-3.346636230906373e-06,0.0,0.000545501708984375,6.357828776041666e-07,3.900508427629754e-09
